fonte,id_fonte,url,titulo,ano,autores,citacoes,doi,resumo,idioma,conceitos,veiculo,eixo_tematico,coleta_timestamp,query_utilizada
OpenAlex,https://openalex.org/W3044720143,https://openalex.org/W3044720143,A framework for mission-oriented innovation policy: Alternative pathways through the problem–solution space,2020,"Iris Wanzenböck, Joeri Wesseling, Koen Frenken, Marko P. Hekkert, Matthias Weber",288,https://doi.org/10.1093/scipol/scaa027,"Abstract We aim for a better conceptualization of mission-oriented innovation policy (MIP). Our starting point is an analytical decomposition of societal problems and innovative solutions based on three dimensions of wickedness: (1) contestation; (2) complexity; and (3) uncertainty. We argue that both problems and solutions can be divergent (contested, complex, and uncertain) or convergent (uncontested, well-defined, and informed). Based on the resulting problem–solution typology, we suggest a process-oriented view on MIP and discuss three alternative pathways along which convergence between problems and solutions can be achieved to come from wicked problems to legitimate solutions. We illustrate these pathways using examples for different societal problems related to health (smoking bans), security (CCTV), and energy (wind turbines). For policy makers, locating a societal challenge in this problem–solution space, and implementing policy strategies to achieve problem and solution convergence, is expected to accelerate both the legitimacy of a mission and the resulting solutions.",en,Conceptualization;Convergence (economics);Legitimacy;Wickedness;Space (punctuation);Computer science;Process (computing);Management science;Sociology;Economics;Political science;Law;Politics;Artificial intelligence;Epistemology;Economic growth;Operating system;Philosophy,Science and Public Policy,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W3207739335,https://openalex.org/W3207739335,Reframing urban and regional ‘development’ for ‘left behind’ places,2021,"Danny MacKinnon, Louise Kempton, Peter O’Brien, Emma Ormerod, Andy Pike, John Tomaney",287,https://doi.org/10.1093/cjres/rsab034,"Abstract The recent wave of populism has focused attention on ‘left behind’ places as hotspots of discontent. Seeking to remedy their neglect in urban and regional studies, the aim of this paper is to engage with the problems of ‘left behind’ places and to stimulate fresh thinking about alternative approaches. Reflecting the complex and inter-connected issues facing such places, it argues that a new conception is required to address issues of belonging and attachment. The paper outlines the basis of an expanded neo-endogenous development approach, identifying the foundational economy, income and livelihoods, social infrastructures and social innovation as key policy concerns.",en,Cognitive reframing;Livelihood;Populism;Neglect;Left behind;Key (lock);Political economy;Sociology;Economic growth;Political science;Economics;Geography;Ecology;Archaeology;Psychology;Medicine;Social psychology;Law;Psychotherapist;Mental health;Nursing;Politics;Biology;Agriculture,Cambridge Journal of Regions Economy and Society,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W1521815471,https://openalex.org/W1521815471,Smart Specialisation: Opportunities and Challenges for Regional Innovation Policy,2014,Dominique Foray,285,,"This is the first book on a new policy approach that has been widely adopted in Europe and beyond. It analyses the concept of smart specialisation and discuss the need for smart specialisation strategies, explains why the approach is new and different from more standard policy processes and explores what are the conditions for successful implementation. Smart Specialisation: Opportunities and Challenges for Regional Innovation Policy describes the origin of the concept, explains when a smart specialisation policy is necessary, provides a detailed analysis of the design principles of the policy and discuss the pertinence of this approach according to regional development levels. Finally the book discuss the practical implementation phase of the process – based on the first feedback acquired from certain regions engaged in the preparation of their smart specialisation strategy. The book is original in that it provides the first full analysis of smart specialisation strategies both at theoretical and practical levels. It has been written at the critical period of the implementation of smart specialisation strategies in every region in Europe. The fact that the EU has adopted smart specialisation as a mandatory principle for every region and member states will make this book well received by and very useful for: i) policy makers in regional and national administrations in Europe, ii) policy makers in other parts of the world who are in charge of regional policy and have heard about the concept, iii) consultants, analysts and experts who are active on the ""markets for smart specialisation diagnosis and expertise"", iv) scholars, researchers and graduate students working in the field of regional studies, technology policy and geography of innovation.",en,Process (computing);Political science;Regional science;Business;Management science;Economic system;Computer science;Engineering;Economics;Sociology;Operating system,,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2155796078,https://openalex.org/W2155796078,The dynamics of social innovation,2011,H. Peyton Young,285,https://doi.org/10.1073/pnas.1100973108,"Social norms and institutions are mechanisms that facilitate coordination between individuals. A social innovation is a novel mechanism that increases the welfare of the individuals who adopt it compared with the status quo. We model the dynamics of social innovation as a coordination game played on a network. Individuals experiment with a novel strategy that would increase their payoffs provided that it is also adopted by their neighbors. The rate at which a social innovation spreads depends on three factors: the topology of the network and in particular the extent to which agents interact in small local clusters, the payoff gain of the innovation relative to the status quo, and the amount of noise in the best response process. The analysis shows that local clustering greatly enhances the speed with which social innovations spread. It also suggests that the welfare gains from innovation are more likely to occur in large jumps than in a series of small incremental improvements.",en,Status quo;Stochastic game;Mechanism (biology);Welfare;Social dynamics;Social Welfare;Dynamics (music);Microeconomics;Process (computing);Economics;Business;Computer science;Sociology;Political science;Market economy;Artificial intelligence;Pedagogy;Law;Operating system;Philosophy;Epistemology,Proceedings of the National Academy of Sciences,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W3190374279,https://openalex.org/W3190374279,"Technology sovereignty as an emerging frame for innovation policy. Defining rationales, ends and means",2023,"Jakob Edler, Knut Blind, Henning Kroll, Torben Schubert",282,https://doi.org/10.1016/j.respol.2023.104765,"In recent years, global technology-based competition has not only intensified, but become increasingly linked to a more comprehensive type of competition between different political and value systems. The globalist assumptions of the post-Cold War era that reliable mutually beneficial agreements could be reached with all nations, regardless of ideology, have been shattered. A previously less visible, mostly political, risk dimension has been brought to the fore by recent geopolitical and geo-economic developments. Against this background, the notion of technology sovereignty has gained prominence in national and international debates, cutting across and adding to established rationales of innovation policy. In this paper, we propose and justify a concise yet nuanced concept of technology sovereignty to contribute to and clarify this debate. In particular, we argue that technology sovereignty should be conceived as state-level agency within the international system, i.e. as sovereignty of governmental action, rather than (territorial) sovereignty over something. Against this background, we define technology sovereignty not as an end in itself, but as a means to achieving the central objectives of innovation policy - sustaining national competitiveness and building capacities for transformative policies. By doing so, we position ourselves between a naive globalist position which largely neglects the risks of collaboration and the promotion of near autarky which disregards the inevitable costs of creating national redundancies and reducing cooperative interdependencies. We finish by providing a set of policy suggestions to support technology sovereignty in line with our conceptual approach.",en,Sovereignty;Competition (biology);Agency (philosophy);Political economy;Politics;Position (finance);State (computer science);Interdependence;Political science;Economics;Economic system;Sociology;Law;Social science;Biology;Computer science;Algorithm;Finance;Ecology,Research Policy,economia_solidaria;inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2038319572,https://openalex.org/W2038319572,What’s in a Name? Grasping New Public Governance as a Political-Administrative System,2013,"Jacob Torfing, Peter Triantafillou",280,https://doi.org/10.1080/12294659.2013.10805250,"New participatory, interactive, and less direct forms of governing seem currently to be unfolding in many liberal democracies. Some scholars have tried to conceptualize these forms of governing by using the notion of new public governance (NPG). While promising, the notion remains conceptually underdeveloped. This article first aims to develop NPG from an empirical to an analytical concept that enables categorization and evaluation of new forms of governing. In order to gauge the full scope of the current transformations we draw on David Easton’s system theoretical model to identify the constitutive elements of NPG and show how they differ from those elements underpinning classical public administration and new public management. The second aim of the article is to delineate the main challenges that NPG poses for public management and policymaking in a complex and fragmented world. We conclude by reflecting on the need for metagovernance in order to handle the challenges and bring out the positive impact of NPG on normative performance goals such as efficiency, democracy, and innovation.",en,Politics;Corporate governance;Public administration;Political science;Law and economics;Sociology;Law;Management;Economics,International Review of Public Administration,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2104851331,https://openalex.org/W2104851331,Five Configurations for Scaling Up Social Innovation,2014,"Frances Westley, Nino Antadze, Darcy Riddell, Kirsten Robinson, Sean Geobey",279,https://doi.org/10.1177/0021886314532945,"Why do so many social innovations fail to have a broad impact? Successful social entrepreneurs and nonprofit organizations often “scale out” innovative solutions to local problems in order to affect more communities or numbers of individuals. When faced with institutional barriers, they are motivated to “scale up” their efforts to challenge the broader institutional rules that created the problem. In doing so, they must reorient their own and their organizations’ strategies, becoming institutional entrepreneurs in the process. This article proposes a contextual model of pathways for system change consisting of five different configurations of key variables and informed by qualitative interview data from selected nonprofit organizations. The authors argue that the journey from social to institutional entrepreneurship takes different configurations depending on the initial conditions of the innovative initiatives. Despite an expressed desire to engage in system change, efforts are often handicapped by the variables encountered during implementation.",en,Scale (ratio);Social entrepreneurship;Public relations;Order (exchange);Process (computing);Institutional change;Entrepreneurship;Sociology;Business;Social innovation;Affect (linguistics);Institutional theory;Marketing;Political science;Public administration;Social science;Computer science;Finance;Communication;Physics;Operating system;Quantum mechanics,The Journal of Applied Behavioral Science,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W3005509211,https://openalex.org/W3005509211,Local Open Innovation: A means for public policy to increase collaboration for innovation in SMEs,2020,"Anja Leckel, Sophie Veilleux, Léo‐Paul Dana",278,https://doi.org/10.1016/j.techfore.2019.119891,,en,Scope (computer science);Open innovation;Business;Stakeholder;Process (computing);Industrial organization;Innovation process;Knowledge management;Stakeholder engagement;Public policy;Marketing;Public relations;Work in process;Economics;Economic growth;Computer science;Political science;Programming language;Operating system,Technological Forecasting and Social Change,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2067714780,https://openalex.org/W2067714780,Gender and innovation: state of the art and a research agenda,2013,"Gry Agnete Alsos, Elisabet Ljunggren, Ulla Hytti",278,https://doi.org/10.1108/ijge-06-2013-0049,"Abstract Purpose The purpose of this article is to present a framework for research on gender and innovation. The framework is developed based on a review of the current literature in the area; it is applied to provide a context for the articles in this special issue and to offer suggestions for future research. Design/methodology/approach The article relies on a literature review of gender and innovation. Additional literature searches on Scopus were conducted to provide an overview of the area. In addition, comparative analogies are sought from research fields of gender and entrepreneurship as well as gender and technology. Findings The article presents the scope and issues in the current research on gender and innovation. Based on the overview, research in this area is conducted in various disciplines applying a variety of methodological approaches. In order to make sense of the current research, the paper developed a framework consisting of various approaches to, gender and innovation; these include gender as a variable, construction and process and innovation as a result, process and discourse. Research limitations/implications Based on the review, several recommendations for future research are made. First, future research should question the connection between technology and innovation and purposefully seek innovation activity also in low-tech and service sectors and firms. Innovation scholars and policy makers should not primarily target radical and product innovations but should be equally interested in incremental and process innovations. Second, understanding women's innovation activity needs to be embedded in understanding the normative frames and structural factors at play. A particular theoretical call is linked to the study of power and innovation. Third, it is imperative to develop and apply new methodological approaches and new operationalizations of innovation and innovators. Practical implications By focusing on gender and innovation, it is possible to discover innovation as a gender biased phenomenon. Policy makers should bear this in mind when developing innovation policies. Social implications An understanding of innovation literature and innovation policy as gender biased has important social implications. Discovering gendered structures is important to further develop gender equal societies. Further, innovation may be hampered by biases in the understanding of the concept, including gender biases. Originality/value This introductory article puts forward a framework on gender and innovation that helps to make sense of the current state-of-the-art and to develop new research questions that need to be addressed for further theorising within the field.",en,Context (archaeology);State (computer science);Entrepreneurship;Political science;Regional science;Sociology;Engineering ethics;Social science;Engineering;Geography;Computer science;Algorithm;Archaeology;Law,International Journal of Gender and Entrepreneurship,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W3030603415,https://openalex.org/W3030603415,Scaling the impact of sustainability initiatives: a typology of amplification processes,2020,"David P. M. Lam, Berta Martín‐López, Arnim Wiek, Elena M. Bennett, Niki Frantzeskaki, Andra‐Ioana Horcea‐Milcu, Daniel J. Lang",276,https://doi.org/10.1186/s42854-020-00007-9,"Abstract Amplifying the impact of sustainability initiatives to foster transformations in urban and rural contexts, has received increasing attention in resilience, social innovation, and sustainability transitions research. We review the literature on amplification frameworks and propose an integrative typology of eight processes, which aim to increase the impact of such initiatives. The eight amplification processes are: stabilizing, speeding up, growing, replicating, transferring, spreading, scaling up, and scaling deep. We aggregated these processes into three categories: amplifying within, amplifying out, and amplifying beyond. This integrative typology aims to stimulate the debate on impact amplification from urban and rural sustainability initiatives across research areas to support sustainability transformations. We propose going beyond an understanding of amplification, which focuses only on the increase of numbers of sustainability initiatives, by considering how these initiatives create transformative change.",en,Sustainability;Typology;Transformative learning;Psychological resilience;Scaling;Resilience (materials science);Social sustainability;Business;Environmental planning;Process management;Political science;Sociology;Geography;Psychology;Social psychology;Anthropology;Biology;Pedagogy;Thermodynamics;Ecology;Physics;Mathematics;Geometry,Urban Transformations,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2792853380,https://openalex.org/W2792853380,"Demand, challenges, and innovation. Making sense of new trends in innovation policy",2018,"Wouter Boon, Jakob Edler",276,https://doi.org/10.1093/scipol/scy014,"In recent years, the traditional rationale for innovation policy has been expanded to more explicitly contribute to tackling societal challenges. There is broad agreement that demand should be at the core of challenge-oriented innovation policy. Nevertheless, demand and demand conditions are poorly understood and not yet in the focus of challenge-oriented innovation policy. This article conceptualises demand-oriented innovation policies and their links to societal challenges. We differentiate demand and need, and highlight different forms of demand articulation. Then, we characterise three ideal-typical policies that relate to demand: traditional innovation policy, sector-specific policy, and challenge-oriented policy. These three ideal-types are discussed focussing on output legitimacy, input legitimacy, and operational requirements. This discussion highlights the specific challenges and opportunities of demand-oriented innovation policies and allows to derive a set of recommendations to increase the effectiveness of such policies.",en,Legitimacy;Ideal (ethics);Set (abstract data type);Demand management;Articulation (sociology);Economics;Core (optical fiber);Business;Industrial organization;Public economics;Political science;Computer science;Politics;Macroeconomics;Telecommunications;Programming language;Law,Science and Public Policy,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2131707073,https://openalex.org/W2131707073,Do inventors talk to strangers? On proximity and collaborative knowledge creation,2015,"Riccardo Crescenzi, Max Nathan, Andrés Rodríguez‐Pose",275,https://doi.org/10.1016/j.respol.2015.07.003,"This paper examines the characteristics of the collaborations between inventors in the United Kingdom (UK) by looking at what types of proximities – geographic, organisational, cognitive, social, and cultural–ethnic – between inventors are prevalent in partnerships that ultimately lead to technological progress. Using a new panel of UK inventors this paper provides an analysis of associations between these ‘proximities’ and co-patenting. The results show that while collaboration within firms, research centres and universities remains crucial, external networks of inventors are key feature of innovation teams. The analysis shows that external networks are highly dependent on previous social connections, but are generally unconstrained by cultural or cognitive factors. Geographical proximity is also weakly linked with external networks. Our results suggest that innovation policies should, rather than focus on spatial clustering, facilitate the formation of open and diverse networks of inventors.",en,Knowledge creation;Business;Knowledge management;Sociology;Computer science;Marketing;Downstream (manufacturing),Research Policy,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W1540831915,https://openalex.org/W1540831915,Cultural Strategy: Using Innovative Ideologies to Build Breakthrough Brands,2010,"Douglas B. Holt, Douglas Cameron",275,,1. Rethinking Blue Oceans PART I: CULTURAL INNOVATION THEORY 2. Nike: Reinventing the American Dream 3. Jack Daniel's: Mythologizing the Company to Revive Frontier Masculinity 4. Ben & Jerry's: Provoking Ideological Flashpoints to Launch a Sustainable Business Myth 5. Starbucks: Trickling Down New Cultural Capital Codes 6. Patagonia: How Social Enterprises Cross the Cultural Chasm 7. Vitaminwater: Creating a Better Mousetrap with Myth 8. Marlboro: The Power of Cultural Codes 9. Cultural Innovation Theory PART II: APPLYING THE CULTURAL STRATEGY MODEL 10. Clearblue Pregnancy Tests: Branding a New Technology 11. Fat Tire Beer: Crossing the Cultural Chasm 12. Fuse Music Television: Challenging Incumbents with Cultural Jujitsu 13. Freelancers Union: Branding a Social Innovation PART III: ORGANIZING FOR CULTURAL INNOVATION 14. The Brand Bureaucracy and the Rise of Sciency Marketing 15. The Cultural Studio Forms Underground: Levi's 501s in Europe 16. The Cultural Studio Forms Above Ground: ESPN,en,Ideology;Cultural capital;Bureaucracy;Mythology;Cultural appropriation;Sociology;Political science;Art;Social science;Law;Politics;Anthropology;Literature,,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2895478811,https://openalex.org/W2895478811,Innovation policy for system-wide transformation: The case of strategic innovation programmes (SIPs) in Sweden,2018,"Markus Grillitsch, Teis Hansen, Lars Coenen, Johan Miörner, Jerker Moodysson",273,https://doi.org/10.1016/j.respol.2018.10.004,,en,Scope (computer science);Innovation system;Agency (philosophy);Articulation (sociology);Business;Knowledge management;Industrial organization;Political science;Sociology;Computer science;Politics;Social science;Law;Programming language,Research Policy,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2138571544,https://openalex.org/W2138571544,Modern regional innovation policy,2013,"Philip McCann, Raquel Ortega‐Argilés",267,https://doi.org/10.1093/cjres/rst007,"This paper analyses the evolution of regional innovation policy into the mainstream of public policy. The paper examines the empirical and theoretical developments which have shifted much of the focus on innovation-related issues to matters of economic geography. As well as academic material we also review the literature on the subject produced by the international development institutions. In terms of policy, special attention is devoted to the role of local market failures and local institutions in explaining the importance and need for regional innovation policies, and the advent of the smart specialisation agenda is discussed. Finally, the paper discusses the current regional innovation policy tools and interventions observed around the world, which are seen by international institutions as examples of best practice.",en,Library science;Political science;Regional science;History;Economic history;Sociology;Computer science,Cambridge Journal of Regions Economy and Society,inovacao_politicas_publicas,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W4309630859,https://openalex.org/W4309630859,Types of innovation and artificial intelligence: A systematic quantitative literature review and research agenda,2022,"Marcello M. Mariani, Isa Machado, Satish Nambisan",262,https://doi.org/10.1016/j.jbusres.2022.113364,"This study provides a systematic overview of innovation research strands revolving around AI. By adopting a Systematic Quantitative Literature Review (SQLR) approach, we retrieved articles published in academic journals, and analysed them using bibliometric techniques such as keyword co-occurrences and bibliographic coupling. The findings allow us to offer an up-to-date outline of existing literature that are embedded into an interpretative framework allowing to disentangle the key antecedents and consequences of AI in the context of innovation. Among the antecedents, we identify technological, social, and economic reasons leading firms to embrace AI to innovate. In addition to detecting the disciplinary foci, we also identify firms' product innovation, process innovation, business model innovation and social innovation, as key consequences of AI deployment. Drawing on the key findings from this study, we offer research directions for further investigation in relation to different types of innovation.",en,Knowledge management;Software deployment;Systematic review;Context (archaeology);Key (lock);Process (computing);Product innovation;Product (mathematics);Discipline;Sociology;Business;Computer science;Political science;Social science;Biology;MEDLINE;Law;Operating system;Paleontology;Geometry;Computer security;Mathematics,Journal of Business Research,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2936084583,https://openalex.org/W2936084583,Didactic Strategies to Promote Competencies in Sustainability,2019,"Gemma Tejedor Papell, Jordi Segalàs Coral, Ángela Barrón, Mónica Fernández-Morilla, M. Teresa Fuertes, Jorge Ruíz-Morales, Ibon Gutiérrez Blanco, Esther García González, Pilar Aramburuzabala, Àngels Hernández",258,https://doi.org/10.3390/su11072086,"Higher education is a principal agent for addressing the sustainable development goals proposed by the 2030 Agenda, because of its key mission of knowledge generation, teaching and social innovation for sustainability. In order to achieve this, higher education needs to integrate transversally the values of sustainability in the way of developing the field of management, as well as research, university life and, of course, teaching. This paper focuses on teaching, and more specifically on the didactic strategies considered most relevant for training in sustainability competencies in college students, according to the guidelines commonly accepted by the international academic community. Through collaborative work among experts from six Spanish universities taking part in the EDINSOST project (education and social innovation for sustainability), funded by the Spanish R&D+i Program, in this paper the role of five active learning strategies (service learning, problem-based learning, project-oriented learning, simulation games and case studies) in education for sustainability are reviewed, and a systematic approach of their implementation in higher education settings is presented. The results provide a synthesis of their objectives, foundations, and stages of application (planning, implementation, and learning assessment), which can be used as valuable guidelines for teachers.",en,Sustainability;Service-learning;Higher education;Work (physics);Principal (computer security);Sustainable development;Education for sustainable development;Knowledge management;Social sustainability;Engineering;Political science;Sociology;Computer science;Pedagogy;Mechanical engineering;Operating system;Law;Biology;Ecology,Sustainability,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2347026248,https://openalex.org/W2347026248,Corporate social innovation: How firms learn to innovate for the greater good,2016,"Philip H. Mirvis, Maria Elena Baltazar Herrera, Bradley K. Googins, Laura Albareda",258,https://doi.org/10.1016/j.jbusres.2016.04.073,,en,Business;Industrial organization;Marketing;Knowledge management;Computer science,Journal of Business Research,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2930053400,https://openalex.org/W2930053400,Social Innovation in Community Energy in Europe: A Review of the Evidence,2019,"Richard J. Hewitt, Nicholas Bradley, Andrea Baggio Compagnucci, Carla Barlagne, Andrzej Ceglarz, Roger Cremades, Margaret McKeen, Ilona M. Otto, Bill Slee",254,https://doi.org/10.3389/fenrg.2019.00031,"Citizen-driven Renewable Energy (RE) projects of various kinds, known collectively as community energy (CE), have an important part to play in the worldwide transition to cleaner energy systems. On the basis of evidence from 8 European countries, we investigate CE, over approximately the last 50 years (c.1970-2018), through the lens of Social Innovation (SI). We carry out a detailed review of literature around the social dimension of renewable energy; we collect, describe and map CE initiatives from Belgium, France, Germany, Italy, Poland, Spain, Sweden and the UK; and we unpack the SI concept into 4 operational criteria which we suggest are essential to recognising SI in CE. These are: 1) Crises and opportunities; 2) the agency of civil society; 3) reconfiguration of social practices, institutions and networks; 4) new ways of working. We identify three main phases of SI in CE. The environmental movements of the 1960s and the “oil shocks” of the 1970s provided the catalyst for a series of innovative societal responses around energy and self-sufficiency. A second wave of SI relates to the mainstreaming of RE and associated government support mechanisms. In this phase, with some important exceptions, successful CE initiatives were mainly confined to those countries where they were already embedded as innovators in the previous phase. The third phase of CE innovation relates to the societal response to the Great Recession that began in 2007-8 and lasted most of the subsequent decade. CE initiatives formed around this time were also strongly focused around democratization of energy and citizen empowerment in the context of rising energy prices, a weak economy, and a production and supply system dominated by excessively powerful multinational energy firms. CE initiatives today are more diverse than at any time previously, and are likely to continue to act as incubators for pioneering initiatives addressing virtually all aspects of energy. However, large multinational energy firms remain the dominant vehicle for delivery of the energy transition, and the apparent excitement in European policy circles for “community energy” does not extend to democratization of energy or genuine empowerment of citizens.",en,Political science;Engineering physics;Economic geography;Regional science;Sociology;Physics;Economics,Frontiers in Energy Research,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2566207168,https://openalex.org/W2566207168,Social innovation: a window on alternative ways of organizing and innovating,2016,"Paul Tracey, Neil Stott",254,https://doi.org/10.1080/14479338.2016.1268924,"The term ‘social innovation’ is used to describe a broad range of organizational and inter-organizational activity that is ostensibly designed to address the most deep-rooted ‘problems’ of society, such as poverty, inequality and environmental degradation. Theoretically, however, this presents challenges because many of the ideas and practices grouped under the label of social innovation may have relatively little in common. In this article, we outline a simple framework for categorizing different types of social innovation – social entrepreneurship, social intrapreneurship, and social extrapreneurship – which we believe provides a useful basis for theory building in this area. We also offer suggestions for future research with the potential to deepen, extend and refine our typology.",en,Social innovation;Typology;Social entrepreneurship;Intrapreneurship;Sociology;Poverty;Knowledge management;Entrepreneurship;Public relations;Political science;Computer science;Economics;Economic growth;Law;Anthropology,Innovation,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W1200059844,https://openalex.org/W1200059844,Commercial orientation in grassroots social innovation: Insights from the sharing economy,2015,"C. Martin, Paul Upham, Leslie Budd",253,https://doi.org/10.1016/j.ecolecon.2015.08.001,,en,Grassroots;Sharing economy;Niche;Business;Conceptual framework;Public relations;Political science;Economic system;Economics;Sociology;Ecology;Politics;Social science;Biology;Law,Ecological Economics,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2117794600,https://openalex.org/W2117794600,Transitions and strategic niche management: towards a competence kit for practitioners,2010,"Rob Raven, Suzanne van den Bosch, R. Weterings",252,https://doi.org/10.1504/ijtm.2010.033128,"Structural problems in modern societies, such as climate change and congestion problems, require 'transitions' towards a more susTWNnable fulfilment of social needs. Recent research shows that experimenting in niches is crucial for learning about social challenges and stimulating transitions. Through a series of 'transition experiments' in different niches, social innovations can be improved and eventually replace dominant practice. This article reviews the literature on transitions and strategic niche management and argues that it has a strong analytical core, but less effort has been made to develop a managerial perspective. The authors aim to contribute to such perspective by developing a 'competence kit': a learning module that provides practitioners (e.g., policy makers, companies, intermediary organisations and NGO's) that are involved in transition experiments with an analytical framework, guidelines and tools and recognisable examples. The results from the first workshop with practitioners to explore potential applications of the competence kit are promising. Copyright © 2010 Inderscience Enterprises Ltd.",en,Niche;Competence (human resources);Business;Competence-based management;Knowledge management;Process management;Environmental resource management;Marketing;Strategic planning;Management;Computer science;Strategic financial management;Ecology;Economics;Biology,International Journal of Technology Management,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
OpenAlex,https://openalex.org/W2788492374,https://openalex.org/W2788492374,"Trust, awareness, and independence: Insights from a socio-psychological factor analysis of citizen knowledge and participation in community energy systems",2018,"Binod Prasad Koirala, Yashar Araghi, Maarten Kroesen, Amineh Ghorbani, Rudi A. Hakvoort, Paulien Herder",250,https://doi.org/10.1016/j.erss.2018.01.009,"In order to decarbonize the energy sector, there is a widespread consensus that the role of end-users in the energy system should change from passive consumption to active prosumption and engagement. This is of particular importance as an increasing number of technologies and business models are focusing on the end-users. These developments provide new opportunities for further technical and social innovation to smarter, flexible and integrated systems such as community energy systems (CESs). Through system integration and community engagement CESs assist in transition to a low-carbon energy system. Despite the high importance, there is limited knowledge on willingness of local citizens to participate in the local energy systems such as CESs as well as associated factors determining such willingness. Through a survey among 599 citizens in the Netherlands, this research analyses the impact of demographic, socio-economic, socio-institutional as well as environmental factors on willingness to participate in CESs. Factor and multi-variate regression analysis reveals that the environmental concern, renewables acceptance, energy independence, community trust, community resistance, education, energy related education and awareness about local energy initiatives are the most important factors in determining the citizens’ willingness to participate in CESs. Citizens should be empowered to take active role in steering the local energy initiatives.",en,Energy independence;Business;Energy (signal processing);Community engagement;Environmental economics;Order (exchange);Public relations;Marketing;Renewable energy;Political science;Economics;Engineering;Statistics;Finance;Electrical engineering;Mathematics,Energy Research & Social Science,geral,2026-09-09T16:47:15,"""sociology of innovation"" OR ""innovation policy"" OR ""public governance"" OR ""public innovation"" OR ""social technology"" OR"
