fonte,id_fonte,titulo,ano,idioma,autores,veiculo,eixo_tematico,resumo,recorte_geo,n_termos_nucleares,flag_codigo_aberto,flag_social,flag_emancipatorio,n_sentidos_mimetismo,n_sentidos_emancipacao,nucleo_contexto,instituicoes
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/35437,Inovação em ambientes dinâmicos : estudo de impactos de cenários econômicos em portfólio de projetos,2011,por,"Silva, Guilherme Santos da",Lume_UFRGS,geral,"Para ocorrer, a inovação deve passar obrigatoriamente por diversas fases diferentes: O surgimento das ideias, a seleção de projetos, a fase de investimento, a entrega dos resultados. A escolha entre alternativas de iniciativas está sempre envolta de incertezas macroeconômicas, uma vez que o resultado desta decisão só terá seus resultados concretizados no futuro, quando as condições externas podem ter-se alterado de maneira fundamental. Este trabalho realiza uma revisão bibliográfica das principais ferramentas de seleção de projetos e de prospecção de cenários econômicos, para então propor um referencial teórico necessário para criação de uma nova metodologia que permita a seleção de projetos considerando o caráter dinâmico da economia.",nacional,2,0,0,0,0,0,contexto,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/35445,As diferenças entre auditoria interna e compliance,2011,por,"Dalla Porta, Flaviano Carvalho",Lume_UFRGS,geral,"As profundas mudanças ocorridas no mundo dos negócios aguçaram a curiosidade e as necessidades dos empresários na área de Governança Corporativa. Muitas são as técnicas e as ferramentas que podem ser utilizadas visando melhorias de processos, segurança e integridade das informações, mitigação de riscos de negócio e divulgação de normas de acordo com as diretrizes estabelecidas pela Alta Administração das empresas. Neste rol, surge a necessidade de implantação de Compliance e da Auditoria Interna. Segundo Muzzili, a organização cresce e torna as suas operações volumosas e complexas no que ele chama de “efeito capilarização”, ou seja, o dia a dia é conduzido por dezenas e até milhares de pessoas, em locais diferentes, que recebem delegação implícita da Alta Administração. Ao mesmo tempo, verificamos uma grande diversificação de normas e órgão reguladores que geram diversas obrigações para as empresas e seus gestores de negócios. Como exemplos citamos as empresas seguradoras que são regulamentadas pela Superintendência de Seguros Privados (SUSEP) e as instituições financeiras (Bancos) que são regulamentados pelo Banco Central do Brasil (BACEN). No entanto, cabe salientar que qualquer quebra de paradigmas e regras em relação à SUSEP e ao BACEN pode acarretar em falhas e exposição de processos com grande propensão à incidência de crimes fraudulentos ou cometimento de lavagem de dinheiro, além de aumentarem os riscos das operações que possam impactar na continuidade dos negócios. Vimos no decorrer da primeira década dos anos 2000 uma explosão de escândalos fraudulentos que devido a sua relevância levaram à quebra de grandes Companhias. Tudo isto devido a diversos fatores entre os quais as fraquezas constatadas nos controles internos dessas corporações.  A criação de processos, normas e regulamentos consistentes, amparados por auditorias internas com eficazes sistemas monitoramento contínuo das operações, minimizam significativamente os riscos nos negócios das grandes corporações.",nacional,1,0,0,0,0,0,nucleo,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/35446,Aplicabilidade do sistema de custeio baseado em atividade e tempo em indústria de bebidas,2011,por,"Pereira, André da Rosa",Lume_UFRGS,geral,"Diferenciar-se é uma questão de agregação constante de valor, pensamento enxuto, retenção de talentos, atenção as boas práticas de gestão e a todas as partes envolvidas. Alcança sua missão aquela organização que aproveita o maior número de oportunidades lançadas a todos, porém aproveitadas por aqueles que as identificam e executam ações a frente dos demais. Manter essa atitude de vanguarda é o grande desafio que se lança. E a resposta a esta necessidade, a história de gestão e empreendedorismo nos mostra que não haverá resposta definitiva nem mecanismo permanente eficaz. É inserido neste contexto, que este projeto se desenvolve, buscando observar dentro de uma indústria de bebidas, o que seu método de custeio atual contribui para a busca de sua missão e implantar os conceitos atualmente modernos de time driven activity-based costing, voltando-as cada vez mais para a agregação de valor.",nacional,0,0,0,0,0,0,contexto,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/35595,Política fiscal de incentivo à inovação no Brasil : análise do desempenho inovativo das empresas que usufruíram benefícios da lei n°11.196/05 (lei do bem),2011,por,"Calzolaio, Aziz Eduardo",Lume_UFRGS,inovacao_politicas_publicas,"O incentivo fiscal à inovação (IFI) vem sendo utilizado intensamente nos últimos anos, tanto nos países da Organização para a Cooperação e Desenvolvimento Econômico (OCDE) quando nos subdesenvolvidos, como importante instrumento da política tecnológica. Seu objetivo é auxiliar o estabelecimento de um ambiente competitivo e sistêmico e oferecer condições para que as firmas desenvolvam suas capacitações e aprimorem seus conhecimentos. O IFI utiliza as seguintes técnicas para induzir as inovações: deduções (simples ou especial), depreciação acelerada ou integral, e crédito fiscal. Ele pode ser aplicado verticalmente em setores, regiões ou determinadas firmas, inclusive novas e em situação de prejuízo. Sua aplicação é verificada em diversos países e especialmente no Brasil. O principal objetivo desta dissertação é analisar a Lei 11.196/05, a Lei do Bem (LB), que oferece auxílio fiscal para: despesas com Pesquisa e Desenvolvimento (P&D), aquisição de bens de capitais e intangíveis voltados à inovação, construção de instalações físicas voltadas à pesquisa, aquisição e cooperação para o desenvolvimento de P&D, registro e manutenção de patentes, marcas e cultivares e contratação de pesquisadores. A taxa real de variação de cada uma dessas atividades foi calculada em dois períodos; o primeiro antes da LB, de 1998 a 2005, e o segundo depois da LB, de 2006 a 2008. Evidenciou-se, com isso, a capacidade da LB de intensificar (ou não) a inovação. O Instituto Brasileiro de Geografia e Estatística forneceu os dados da Pesquisa de Inovação Tecnológica, especialmente para este trabalho, apenas das empresas usuárias da LB. Apresentam-se também as informações da Lei do Bem contidas no Relatório Anual da Utilização dos Incentivos Fiscais, produzido pelo Ministério da Ciência e Tecnologia.  O resultado encontrado é o de que as empresas usuárias da LB ampliaram suas atividades de P&D, bem como intensificaram a formação de redes de cooperação entre os diversos agentes do Sistema de Inovação entre 2006 a 2008, o que indica acerto da LB. No entanto, não intensificaram a compra de máquinas e equipamentos e de bens intangíveis voltados para a inovação, a contratação de pesquisadores e o registro de marcas, patentes e cultivares. Contudo, a intensificação dos gastos com P&D interno e adquiridos externamente acelerou-se significativamente.",nacional,4,0,0,0,0,0,nucleo,IFI utiliza as seguintes técnicas para
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/35828,As dimensões de inovação social em empreendimentos econômicos solidários do setor de artesanato gaúcho,2011,por,"Maurer, Angela Maria",Lume_UFRGS,economia_solidaria,"Mesmo com os avanços tecnológicos e comerciais feitos pelos seres humanos ao longo do tempo, ainda persistem diversos desafios de ordem social e ambiental. O desenvolvimento de inovações sociais torna-se uma alternativa para suplantar parte destes desafios, visto que podem solucionar as necessidades de parte dos indivíduos de uma dada sociedade. O Centre de Recherche sur les Innovations Sociales (CRISES) é um dos centros que realiza pesquisas a respeito das inovações sociais, destacando suas diversas dimensões de análise. Um dos focos de pesquisa deste centro está na Economia Social da província de Quebec, no Canadá. No Brasil, a Economia Solidária vem crescendo significativamente, e o artesanato é um dos setores de destaque no número de empreendimentos coletivos ligados a esta Economia. No Rio Grande do Sul, os empreendimentos econômicos solidários de artesanato são organizados de diferentes formas, sendo alguns deles induzidos por organizações geridas com recursos públicos, enquanto que outros são constituídos pelos próprios artesãos. Por outro lado, o conceito de inovação social geralmente é abordado de maneira superficial na literatura das Ciências Sociais, e ainda existem, no Brasil, poucos estudos a respeito desta modalidade de inovação na área de Administração. Desta forma, o objetivo deste estudo é o de analisar como as dimensões de inovação social, do modelo idealizado pelo CRISES, se refletem nas diferentes formas de organização de empreendimentos econômicos solidários do setor de artesanato gaúcho. A revisão de literatura versou sobre inovações sociais e sobre organizações de Economia Solidária. Foram realizados seis estudos de caso em empreendimentos econômicos solidários do setor de artesanato gaúcho. Os dados primários foram coletados por meio de entrevistas semi-estrututuradas e de anotações no diário de campo.  Já os dados secundários foram provenientes de documentos, artigos e websites. A análise dos dados foi feita de acordo com a revisão de literatura do presente estudo. Os resultados evidenciaram grande parte dos elementos das dimensões de inovação social descritas no modelo desenvolvido por autores do CRISES. A análise destas dimensões, nos casos pesquisados, apresentou similaridades e diferenças tanto entre elas quanto quando comparadas às do modelo estabelecido pelo CRISES. De forma geral, os empreendimentos pesquisados foram desenvolvidos a partir de contextos problemáticos, passaram por fases de tentativa e de experimento, as quais foram institucionalizadas, e tais empreendimentos se tornaram modelos de desenvolvimento emergente. Estes empreendimentos também contemplaram a necessidade da coletividade e o bem comum. Diversos atores foram identificados na formação destes empreendimentos, sendo que todos contaram com atores titulares da ideia, financiadores, apoiadores e usuários. A mobilização e a participação dos atores também foram representativas, bem como a aprendizagem gerada pelo processo de desenvolvimento das inovações sociais pesquisadas. Este processo envolveu restrições que geraram incerteza e tensão nos artesãos. Ainda, o processo foi feito por meio da integração e da parceria entre os atores, e ocorreu a difusão das soluções desenvolvidas para outros contextos. Desta forma, o presente estudo contribui para a análise do conceito de inovação social em empreendimentos econômicos solidários do Brasil.",nacional,6,0,1,1,0,2,nucleo,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18329,Estágios para universitários : representações e implicações na inserção profissional dos jovens brasileiros e franceses,2010,por,"Rocha-de-Oliveira, Sidinei",Lume_UFRGS,geral,"Atualmente, nota-se o crescimento do número dos estágios para universitários, constituindo um elemento importante na complementação da sua formação. Esta estratégia tem sido utilizada em diferentes países para redução das dificuldades dos jovens em sua inserção profissional. Porém, os estudantes têm tido dificuldades para encontrar oportunidades de trabalho dada a situação econômica, da crise do sistema de contratação que leva à existência de trabalhos cada vez mais precarizados em todos os níveis da sociedade, sobretudo entre os jovens que almejam ingressar no mercado de trabalho atual. Assim, o objetivo desta tese é compreender quais as representações dos universitários sobre a experiência de estágio e suas implicações para sua inserção profissional no atual contexto socioeconômico brasileiro e francês. Adota-se uma postura construtivista, que explora na teoria como os conceitos foram construídos ao longo do tempo e busca-se uma vertente que permita sua compreensão como fenômeno que se constroi nas relações sociais. Para realização da pesquisa foram levantados documentos (artigos, manuais de orientação, leis e decretos) e entrevistados 32 estudantes franceses e 31 brasileiros, que foram analisados segundo a abordagem das práticas discursivas (SPINK, 2004).  No Brasil, os estágios estão recebendo atenção central por parte do Estado, que em 2008 promulgou a nova lei de orientação dos mesmos, que indica o papel central das universidades e atribui aos estudantes alguns direitos similares aos dos trabalhadores. Na prática, a partir da análise das entrevistas, os estágios têm constituído um mercado que incorpora vários aspectos similares aos do mercado de trabalho, como os modos de seleção, requisitos demandados, tarefas realizadas e responsabilidades assumidas pelos estagiários, bem como uma série de disfunções que acabam dando ao mesmo um caráter de trabalho precário. Em meio a tais condições, as representações que emergem mostram os estágios mais próximos de uma relação de trabalho do que das de ensino. Dada a diversidade de caminhos que se constroem a partir da experiência de estágio, os estudantes estabelecem trajetórias de inserção (emprego formal, desenvolvimento acelerado, empreendedorismo, função pública e carreira acadêmica) que esperam percorrer. Na França, embora também pesem as mudanças no mercado de trabalho, a atuação próxima das instituições de ensino assegura, pelo menos em parte, o caráter de formação dos estágios.  O mercado de estágios francês é regulado pela instituição à qual o aluno está vinculado, que pode ou não ter um acompanhamento próximo. As organizações, embora tenham ampliado as exigências de competências, sobretudo, técnicas e comportamentais, por vezes ligadas a uma experiência anterior, têm tratado, predominantemente, os estágios como um período de formação. Nesse cenário as representações que surgem estão vinculadas à idéia de inserção profissional e o risco da precariedade que há neste percurso. Entre as expectativas de inserção destaca-se para a maioria o caminho do emprego formal e, para alguns, a busca por um cargo elevado de chefia.",nacional,0,0,0,0,2,0,contexto,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18373,"A gestão socioambiental no contexto do desenvolvimento (in)sustentável : uma leitura das instâncias micro, meso e macro organizacional na Aracruz Celulose",2010,por,"Aramburú, Juliane Viégas",Lume_UFRGS,geral,"Passadas quase quatro décadas desde as críticas sobre o crescimento econômico, que contribuia para um desenvolvimento insustentável a longo prazo, percebe-se que o problema da ênfase na dimensão econômica em detrimento da socioambiental permanece. Desequilíbrios ambientais continuam sendo evidenciados como consequência da atuação da humanidade. Para Ferreira (2007), as empresas têm contribuído para o aumento destes desequilíbrios. A autora aponta que os eventos naturais afetam a agricultura, a indústria e os serviços. Depreende-se disso que, se a empresa não é causadora direta de todos os males ambientais, ela sofre com eles. Tanto o agravamento dos problemas ambientais quanto sociais aumentou a pressão para que as empresas alterem a forma de conduzir seus negócios. Deste modo, muitas empresas têm adotado práticas ditas socialmente responsáveis para atender essa demanda e para sobreviverem no mercado. Nascimento et al. (2008) evidenciam que, para obter sucesso na implantação de ações, a empresa deve perceber-se como parte de um ecossistema de mercado.  Isto implica compreender que as ações não dependem apenas das condições internas e de ferramentas adotadas pelos gestores; elas dependem também da interação da empresa com o macro e o meso ambiente. E, para serem sustentáveis, tanto a empresa quanto as demais partes envolvidas devem se preocupar com as diferentes dimensões do desenvolvimento, além da econômica (SACHS, 1996). Assim, torna-se relevante compreender como a atuação relacionada à sustentabilidade, de empresa modelo em responsabilidade socioambiental e das partes interessadas, impacta no alcance do desenvolvimento? Para tanto, analisa-se a gestão socioambiental da Aracruz, observando a relação com os níveis micro, meso e macro organizacional. A Aracruz Celulose é reconhecida internacionalmente por sua atuação socioambiental e considerada uma das vinte empresas-modelo em sustentabilidade do país. A empresa convive com uma questão polêmica, pois utiliza como matéria-prima florestas. Em contrapartida, declara que trabalha para reduzir os impactos ambientais em seus processos, desde o plantio de árvores, à extração, produção e exportação do produto. Revela, ainda, que considera também os aspectos sociais do processo, adotando postura socialmente responsável para com as diferentes partes interessadas.  Por essas razões, considera-se um caso relevante para estudo. Com a pesquisa, visa-se a contribuir no campo teórico e prático relacionado à responsabilidade socioambiental e ao desenvolvimento. Para consecução do trabalho, adota-se o estudo de caso único. Para tanto, analisaram-se materiais institucionais e trabalhos acadêmicos sobre a responsabilidade socioambiental da Aracruz. Realizaram-se entrevistas com o diretor de sustentabilidade da empresa e com gestores envolvidos com a questão. Avaliou-se a relação da organização com diferentes stakeholders a partir de entrevistas com a comunidade, parceiros em projetos ambientais, órgão governamental e prestadores de serviços. Aplicou-se também questionário com os demais empregados da empresa. Como resultado, evidencia-se que a Aracruz trabalha questões de governança, transparência, relacionamento com partes interessadas e aspectos socioambientais e de gestão para alcançar a sustentabilidade. No entanto, a sua atuação é afetada por variáveis do macroambiente, especialmente pela variável econômica. Talvez isto dificulte a contribuição para o desenvolvimento integral proposto por Sachs (1996).",nacional,1,0,0,0,1,0,nucleo,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18436,A subjetividade no processo decisório na área de P&D : estudo de caso múltiplo através das narrativas,2010,por,"Schreiber, Dusan",Lume_UFRGS,geral,"A inovação, tanto tecnológica como organizacional, deixou de ser um modismo para ocupar um lugar de destaque dentro das organizações. Com a abertura dos mercados e a sofisticação do padrão de exigências de consumidores, tanto no mercado interno, como no exterior, a diferenciação passou a ser palavra de ordem e a inovação uma necessidade. Dentro da inovação tecnológica, as atividades de pesquisa e desenvolvimento são consideradas essenciais e tem merecido, cada vez mais, a atenção de pesquisadores. Considerada tradicionalmente uma área eminentemente técnica, com foco em concepção de soluções tecnológica e comercialmente viáveis, tem assumido novas atribuições, o que implicou na alteração do seu perfil, passando a interagir com as demais áreas organizacionais. Desta forma, o universo simbólico do grupo de técnicos da área foi ampliado e incluiu no seu repertório novos valores e imagens da organização, influenciando o processo decisório. O presente trabalho de pesquisa, para a tese de doutorado em administração, foi construído com o objetivo de analisar o processo por meio do qual esta dimensão subjetiva se manifesta na área de P&D, no tocante à forma de realizar as atividades desta unidade organizacional, ou seja, internamente ou através de contratos com agentes externos.  Considerando as especificidades do referido estudo, optou-se pela abordagem qualitativa, estudo de caso múltiplo, coleta de evidências através de entrevistas não estruturadas e o método de análise de narrativas, em quatro empresas de base tecnológica, localizadas na região metropolitana de Porto Alegre. Apesar das possíveis fragilidades inerentes ao referido método, de natureza interpretativista simbólica, a análise dos quatro casos pesquisados permitiu evidenciar a inclusão de variáveis de cunho subjetivo no processo de decisão na área de P&D, com vista à definição da forma de realização de suas atividades. A referida dimensão subjetiva representou, na maioria das narrativas, a confluência de valores individuais, coletivos (dos grupos e subgrupos organizacionais) e da cultura organizacional, em seus aspectos objetivos e subjetivos, contidos em regras, procedimentos, normas, processos, práticas, imagens, símbolos, sinais, narrativas, mitos, etc. Foi possível verificar, também, que as diversas construções de realidade social, dentro das organizações, propiciam diferentes condições de manifestação de interesses individuais em processos de decisão na área de P&D, condicionando o posicionamento dos indivíduos no tocante à externalização das atividades desta unidade organizacional.  Já a maneira como é exercida a influência da cultura organizacional, como também a intensidade e grau de sua efetividade, depende da forma pela qual a cultura foi constituída, da história subjacente à sua construção e da natureza comportamental dos integrantes da organização. No entanto, é importante destacar que o método de análise empregado faculta diferentes percepções, na dependência situacional e contextual, ou seja, permite ao analista ""descobrir"" novas nuances a cada releitura do mesmo texto, suscitando novas interpretações.",nacional,2,0,0,0,1,0,contexto,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18561,A interação entre artigos e patentes : um estudo cientométrico da comunicação científica e tecnológica em biotecnologia,2010,por,"Moura, Ana Maria Mielniczuk de",Lume_UFRGS,geral,"As etapas do trabalho constituíram-se de busca nas bases de dados; limpeza e organização dos nomes de autores e de instituições; análises estatísticas e de redes sociais; correlação entre a co-invenção e co-autoria, a partir da ocorrência de autores co-ativos – que publicaram tanto patentes como artigos - nos dois tipos de documentos; correlação entre os assuntos dos artigos e das patentes a partir do mapeamento dos assuntos proposto por Glänzel e Schubert (2003) e dos códigos da Classificação Internacional de Patentes (CIP). A Biotecnologia no Brasil caracteriza-se por apresentar uma forte interação entre Ciência e Tecnologia, o que significa que os inventores transitam entre as duas esferas e produzem tanto publicações científicas como tecnológicas, principalmente no âmbito da universidade. Os resultados mostram que no ranking da produção científica, lideram as universidades públicas (federais e estaduais) e instituições de pesquisa. Observou-se que há intensa colaboração entre estes dois tipos de instituições, com a formação de clusters com laços fortes, não acontecendo colaboração destas com empresas, de forma efetiva.  No ranking da produção tecnológica, as empresas depositantes não figuram entre os primeiros lugares, ficando estes ainda ocupados pelas universidades, instituições de pesquisa e de fomento. Muitos depositantes e inventores encontram-se isolados nas análises de redes sociais, confirmando a predominância de redes diádicas ou a falta de formação de redes de co-autoria de patentes na área da Biotecnologia. Encontra-se um núcleo de preferência para a co-autoria em artigos situado entre 3 e 7 autores. Em patentes, os co-ativos demonstram a preferência pela produção individual ou em pequenas equipes. Os autores e instituições coativas que mais possuem patentes são também aqueles que mais publicam artigos, apresentando uma relação entre produção de artigos e patentes. A co-autoria encontrada nas publicações de patentes se repete nas publicações científicas, demonstrando uma interação entre C&T, que alcança um percentual de 70,7% de interação entre a produção científica e tecnológica. Esta interação também foi observada a partir da co-classificação, atingindo o percentual de 83,4%.  As patentes que mais possuem convergência entre co-autoria e co-classificação são aquelas que possuem menor número de co-ativos. A hipótese H1, que afirmava que os autores co-ativos mais produtivos em C&T pertencem a redes de co-autoria interpessoais mais densas, não foi comprovado. Considera-se que as técnicas da cientometria utilizadas neste estudo possibilitaram a análise da interação entre C&T na área da Biotecnologia no Brasil.",nacional,2,0,0,0,0,0,contexto,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18802,Identificação de relações de importância entre elementos de maturidade de alinhamento negócios-TI e tipos estratégicos,2010,por,"Rigoni, Eduardo Henrique",Lume_UFRGS,geral,"Em um ambiente competitivo, dinâmico e altamente regulado corno o setor financeiro brasileiro, as orientações estratégicas das empresas devem estar alinhadas com o ambiente. Embora a literatura de alinhamento estratégico seja muito rica, existe um reduzido número de estudos envolvendo elementos de alinhamento estratégico e orientações estratégicas de unidades de negocio, mais especificamente, envolvendo os tipos de orientação Defensora e Prospectora segundo a tipologia de Miles e Snow. Esses estudos, ao levar em conta a variável orientação estratégica, passaram a explicar resultados que ate então se mostravam inconsistentes ou que não eram detectados. Sendo assim, este estudo foi guiado pela seguinte questão de pesquisa: distintas orientações estratégicas atribuem diferentes importâncias para os elementos do modelo de Maturidade do Alinhamento Estratégico (Strategic Alignment Maturity - SAM)? Deste modo os seis componentes de SAM denominados Comunicação, Parcerias. Políticas de Recursos Humanos e Habilidades, Mensuração de Valor, Governança de Tecnologia da Informação (TI) e Escopo e Arquitetura são analisados, utilizando o setor financeiro, que se caracteriza pelo use intensivo de informações, como área de estudo.  Foram estudadas, a partir de uma pesquisa survey, 165 unidades de negocio da indústria bancaria, de seguros e de corretagem de valores mobiliários Os resultados obtidos revelaram que 10 dos 42 elementos analisados mostraram-se mais importantes para as instituições com orientação estratégica Defensora. Estes são respectivamente: compreensão dos processos, sistemas e capacidades potenciais da área de TI pela sua unidade; reputação da área de TI; medidas para mensurar a contribuição da TI e para contribuição do Negócio; avaliações e revisões dos investimentos em TI relacionados com sua unidade; sistemas de informação mercadológicos e de suporte operacional; padrões e conformidades nos sistemas de TI; integração da arquitetura de TI; e instrumentos, processos e estruturas organizacionais para lidar com interrupções causadas por mudanças de negocio e de TI. Em nenhuma situação os elementos de SAM se mostraram significativos para os Prospectores, o que pode ser atribuído ao fato de que essa orientação estratégica apresenta uma natureza mais flexível e, portanto, adaptada a ambientes dinâmicos, Como o setor financeiro.  Por outro lado, a orientação Defensora precisa compensar sua rigidez a mudanças por meio de elementos de SAM sob o risco de se tornar não competitiva em tal cenário. Com base nestes, sugere-se como estudos futuros: a replicação deste em outros ambientes a fim de averiguar se os elementos do modelo SAM se confirmam como sendo mais importantes para Defensores; e fazer um estudo envolvendo elementos SAM, orientações estratégicas e desempenho com a finalidade de verificar se os elementos mais importantes para determinada orientação estratégica são as que realmente contribuem para o desempenho organizacional.",nacional,1,0,0,0,1,0,nucleo,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18804,A criação de conhecimento em clusters industriais,2010,por,"Vilela Júnior, Dalton Chaves",Lume_UFRGS,geral,"Esta tese propõe um quadro referencial abrangente para analisar os elementos envolvidos na criação de conhecimento em clusters (CCC), tema não completamente abordado pela literatura. A CCC é um processo que visa ampliar a base de conhecimento, compreendendo o cluster, a governança do cluster e/ou a coletividade dos membros. O quadro proposto contempla os diferentes atores que operam em clusters (empresas, instituições de ensino e pesquisa, governo, instituições de cooperação e instituições para financiamento), os níveis onde o conhecimento é criado (nas organizações, na governança e no cluster) e as diferentes dimensões do conhecimento (tecnológica, gerencial, relacional e estratégica). A estratégia da pesquisa previu a realização de quatro estudos de caso: no cluster de desenvolvimento de software em Manaus – AM – Brasil (Amazonsoft), no cluster de ciências da vida com foco em biotecnologia na região de Marseille – França (Bioméditerranée), no cluster de móveis na região de Bento Gonçalves – RS – Brasil (Pólo Moveleiro da Serra Gaúcha) e no cluster têxtil na região de Caxias do Sul – RS – Brasil (Pólo de Moda da Serra Gaúcha).  Os principais resultados apontam para: a) a importância do conhecimento criado no nível do cluster para o desenvolvimento coletivo; b) a importância do conhecimento criado pelos membros decorrente de sua participação no cluster; c) a influência do setor industrial; do estágio de desenvolvimento e da composição do cluster na CCC; d) o papel da governança na potencialização da CCC; e) a relevância dos spillovers como um dos impulsionadores do conhecimento no cluster; f) a ligação entre a capacidade absortiva dos membros e a CCC; g) a necessidade de envolvimento dos membros na expansão do conhecimento no cluster; h) a consideração das diferentes dimensões do conhecimento para o desenvolvimento e a sustentabilidade dos clusters. Estes resultados podem orientar o desenvolvimento de novas pesquisas sobre a CCC e podem auxiliar a tomada de decisão de gestores de clusters, de membros de clusters e de agências governamentais para impulsionarem a CCC nos clusters, os quais estão envolvidos.",nacional,1,0,0,0,0,0,nucleo,
Lume_UFRGS,oai:www.lume.ufrgs.br:10183/18816,"Plano de uso público do Parque Nacional do Monte Roraima : proposta de estruração de uma cadeia produtiva de ecoturismo na calha do rio Cotingo, com base nos princípios da economia ecológica",2010,por,"Silva, Edileuza Lopes Sette",Lume_UFRGS,geral,"O trabalho elabora uma proposta de cadeia produtiva para o ecoturismo na Unidade de Conservação do Parque Nacional do Monte Roraima – Parna Monte Roraima, a partir de uma pesquisa realizada na comunidade Ingarikó de Karamanpaktëi, o agrupamento brasileiro mais próximo do Monte Roraima, na bacia do rio Cotingo. O Plano de Manejo do Parna Monte Roraima, datado de 2000, divide a região, em seis zonas ecológicas - uso extensivo, intensivo, intangível, primitiva, de uso especial e de transição-, com as respectivas regras para intervenção humana. Na zona de uso extensivo estão previstas a realização de pesquisa científica, educação ambiental e ecoturismo com a participação das comunidades indígenas, com vistas à melhoria de suas condições de vida, uma vez que o povo Ingarikó habita essa floresta desde tempos imemoriais. A pesquisa constatou serem os índios exímios conhecedores do Parna, onde já desenvolvem a atividade de ecoturismo com extrema habilidade. São familiarizados com importantes aspectos do ecossistema, com os hábitos dos animais e as particularidades do clima, o que os qualifica como peças chaves no planejamento da segurança do turista.  Devido à proibição legal, caçam raramente, tendo uma dieta concentrada em carboidratos de mandioca, quase sem nenhuma proteína. A partir de uma excursão realizada à Cachoeira Kïtik Yen e à Comunidade Mapae, com duração de seis dias, pela floresta, foi estruturada uma cadeia de ecoturismo que reflete a realidade atual da atividade no Parna. Observa-se que alguns elos da cadeia estão mais bem organizados que outros, mas no geral, se a comunidade puder contar com a presença do poder público, a atividade poderá alcançar padrão de excelência internacional. Ali estão presentes o conhecimento dos sítios naturais, o respeito e a prática da cultura ancestral, a vocação e a amabilidade no trato com o turista, a consciência da importância de cada elemento da paisagem para a atividade e a facilidade com idiomas estrangeiros. Com alguma orientação dos órgãos de vigilância sanitária, poderá ser desenvolvida uma culinária leve e saudável, bem ao gosto do turista. Neste sentido, a preparação do cachiri, com alguma inovação tecnológica, poderá representar significativa geração de renda pela venda aos turistas, por ser uma bebida energética, fresca e saudável.",nacional,2,0,0,0,1,0,contexto,
